Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Weather
2024-12-09,Hyderabad,85.07,244.24,43.46,35.88,6.19,115.5,97.67,Hazy
2024-12-09,Pune,76.72,63.09,90.81,34.49,4.7,25.15,56.21,Clear
2024-12-09,Ahmedabad,169.51,204.08,44.06,33.45,9.0,142.0,113.85,Clear
2024-12-09,Jaipur,213.74,224.88,25.01,44.17,9.97,28.15,105.94,Hazy
2024-12-09,Lucknow,27.87,209.43,115.64,57.84,3.76,85.37,88.96,Clear
2024-12-08,Delhi,38.68,94.36,56.27,64.73,8.41,160.27,83.07,Hazy
2024-12-08,Mumbai,184.57,121.81,108.81,59.32,7.54,148.83,116.46,Cloudy
2024-12-08,Bangalore,239.33,294.62,63.22,95.12,4.03,134.58,144.53,Hazy
2024-12-08,Kolkata,81.53,251.61,79.81,99.57,3.82,121.81,112.09,Clear
2024-12-08,Chennai,150.86,256.27,130.52,8.86,1.41,16.87,96.25,Clear
2024-12-08,Hyderabad,180.68,211.74,113.42,89.16,7.09,82.5,124.73,Clear
2024-12-08,Pune,192.62,282.38,111.1,26.97,7.86,50.36,123.67,Foggy
2024-12-08,Ahmedabad,85.79,224.27,106.69,57.43,4.55,141.74,110.24,Cloudy
2024-12-08,Jaipur,47.82,178.54,127.39,32.55,4.84,60.31,82.5,Rainy
2024-12-08,Lucknow,112.68,299.42,24.95,36.84,5.58,17.39,91.18,Rainy
2024-12-07,Delhi,171.0,189.95,47.99,35.61,4.47,33.04,87.05,Cloudy
2024-12-07,Mumbai,223.26,246.37,84.78,83.84,8.12,100.99,136.74,Foggy
2024-12-07,Bangalore,125.67,68.6,33.87,86.21,2.42,51.61,65.03,Hazy
2024-12-07,Kolkata,148.11,244.59,47.08,39.67,1.37,174.3,111.24,Cloudy
2024-12-07,Chennai,197.91,35.58,106.21,45.18,9.28,139.11,102.8,Hazy
2024-12-07,Hyderabad,209.73,138.34,52.29,74.51,6.1,145.3,113.53,Rainy
2024-12-07,Pune,105.97,144.51,32.47,18.31,4.5,65.1,68.56,Clear
2024-12-07,Ahmedabad,51.28,122.29,11.58,54.15,1.72,56.92,52.24,Foggy
2024-12-07,Jaipur,61.09,267.73,124.66,68.74,3.9,41.67,100.48,Foggy
2024-12-07,Lucknow,147.64,115.26,130.58,54.49,6.6,115.29,104.88,Rainy
2024-12-06,Delhi,170.85,175.58,144.42,24.46,8.0,135.52,121.81,Hazy
2024-12-06,Mumbai,47.06,108.98,50.89,70.89,8.77,34.23,66.62,Cloudy
2024-12-06,Bangalore,109.92,261.77,69.23,77.21,9.0,72.67,113.47,Hazy
2024-12-06,Kolkata,77.65,123.42,30.01,34.7,0.68,51.43,54.0,Hazy
2024-12-06,Chennai,52.14,76.49,43.98,28.2,8.5,138.87,70.78,Hazy
2024-12-06,Hyderabad,210.76,150.78,66.4,71.79,3.27,63.7,99.36,Clear
2024-12-06,Pune,93.29,92.38,14.76,77.63,3.27,168.44,79.87,Cloudy
2024-12-06,Ahmedabad,183.78,147.92,59.56,81.15,7.27,34.09,96.53,Rainy
2024-12-06,Jaipur,244.69,91.44,81.24,66.03,8.76,96.71,111.29,Foggy
2024-12-06,Lucknow,233.63,207.73,41.13,95.88,8.3,33.81,115.86,Foggy
2024-12-05,Delhi,240.08,90.79,139.98,37.28,6.3,41.65,102.13,Clear
2024-12-05,Mumbai,162.29,185.4,140.47,5.45,9.94,75.51,111.42,Clear
2024-12-05,Bangalore,200.75,35.63,107.67,57.62,8.98,145.81,106.21,Rainy
2024-12-05,Kolkata,153.8,68.51,123.12,33.2,9.95,20.77,83.15,Cloudy
2024-12-05,Chennai,211.42,180.19,104.21,87.98,7.66,164.79,137.53,Rainy
2024-12-05,Hyderabad,48.05,191.58,63.75,89.57,8.74,44.42,87.46,Rainy
2024-12-05,Pune,114.54,138.17,32.96,17.14,2.24,95.59,70.13,Cloudy
2024-12-05,Ahmedabad,105.22,70.46,143.54,32.98,4.48,142.81,89.97,Cloudy
2024-12-05,Jaipur,223.91,92.53,10.49,70.9,1.53,60.72,78.98,Clear
2024-12-05,Lucknow,230.71,178.76,143.62,83.06,2.18,65.36,120.55,Foggy
2024-12-04,Delhi,245.69,185.77,35.18,88.58,9.16,27.79,112.44,Foggy
2024-12-04,Mumbai,133.17,296.79,21.28,45.6,6.58,131.64,115.71,Hazy
2024-12-04,Bangalore,49.79,268.77,58.72,71.61,2.48,134.04,101.29,Clear
2024-12-04,Kolkata,103.64,246.44,127.19,42.12,2.95,99.62,108.08,Clear
2024-12-04,Chennai,74.44,188.78,32.67,29.36,4.77,95.51,78.08,Foggy
2024-12-04,Hyderabad,149.41,129.55,70.43,43.09,9.72,108.84,99.75,Rainy
2024-12-04,Pune,37.16,97.45,59.71,37.69,2.31,97.67,58.8,Cloudy
2024-12-04,Ahmedabad,122.96,191.31,113.67,95.73,3.76,27.55,98.14,Cloudy
2024-12-04,Jaipur,195.81,198.47,47.39,20.64,4.04,45.87,91.43,Cloudy
2024-12-04,Lucknow,188.88,264.43,85.72,9.0,8.16,133.59,127.2,Rainy
2024-12-03,Delhi,202.79,151.71,18.61,77.33,0.96,100.98,93.5,Cloudy
2024-12-03,Mumbai,172.03,194.3,93.57,71.35,9.7,39.28,111.25,Clear
2024-12-03,Bangalore,222.45,196.68,91.43,18.1,2.55,26.76,96.82,Foggy
2024-12-03,Kolkata,180.31,122.7,122.42,75.35,6.08,50.5,102.01,Clear
2024-12-03,Chennai,190.67,47.73,64.0,58.0,4.39,113.7,86.33,Rainy
2024-12-03,Hyderabad,179.32,86.01,46.23,63.97,1.67,121.39,85.6,Foggy
2024-12-03,Pune,50.79,261.5,131.64,34.69,1.41,13.0,84.29,Hazy
2024-12-03,Ahmedabad,33.43,262.2,57.63,88.16,9.48,21.72,92.99,Foggy
2024-12-03,Jaipur,194.47,244.2,45.02,39.29,9.42,86.53,117.28,Cloudy
2024-12-03,Lucknow,28.22,238.83,135.06,14.78,6.88,173.5,109.87,Hazy
2024-12-02,Delhi,60.68,222.88,59.55,16.46,2.4,70.75,75.72,Cloudy
2024-12-02,Mumbai,107.69,64.07,96.73,55.35,1.56,43.73,63.86,Cloudy
2024-12-02,Bangalore,122.83,268.07,117.73,96.85,3.05,26.39,110.39,Rainy
2024-12-02,Kolkata,65.01,61.4,64.93,26.22,1.97,73.85,51.85,Foggy
2024-12-02,Chennai,105.88,52.77,100.04,79.71,6.78,81.64,81.31,Foggy
2024-12-02,Hyderabad,114.71,178.75,37.44,43.61,9.94,12.28,81.03,Hazy
2024-12-02,Pune,133.2,197.3,123.23,76.04,6.08,160.67,125.21,Rainy
2024-12-02,Ahmedabad,51.41,141.59,80.97,21.1,7.28,117.66,80.92,Clear
2024-12-02,Jaipur,193.72,299.41,37.86,77.28,3.71,113.11,126.41,Rainy
2024-12-02,Lucknow,175.73,50.48,20.62,66.94,9.28,169.08,95.94,Hazy
2024-12-01,Delhi,95.25,144.11,99.78,72.06,5.2,66.64,88.31,Hazy
2024-12-01,Mumbai,52.58,130.95,105.55,42.29,0.92,108.61,74.86,Hazy
2024-12-01,Bangalore,206.37,157.26,25.15,13.32,9.26,142.39,106.18,Rainy
2024-12-01,Kolkata,98.34,181.79,65.96,7.62,4.16,156.15,91.91,Clear
2024-12-01,Chennai,73.59,263.5,131.36,89.58,6.76,97.85,120.58,Clear
2024-12-01,Hyderabad,192.47,205.33,78.89,56.11,3.46,85.65,108.84,Rainy
2024-12-01,Pune,37.95,284.58,64.17,82.68,5.67,143.3,111.56,Foggy
2024-12-01,Ahmedabad,92.96,57.52,125.46,70.16,7.77,13.83,72.94,Rainy
2024-12-01,Jaipur,138.2,141.69,86.2,78.41,1.61,85.77,91.06,Foggy
2024-12-01,Lucknow,98.56,95.18,36.53,10.49,4.43,18.53,50.6,Rainy
2024-11-30,Delhi,128.69,208.82,46.96,34.86,7.87,105.98,100.67,Clear
2024-11-30,Mumbai,65.3,243.04,62.16,15.22,8.78,34.37,84.65,Hazy
2024-11-30,Bangalore,197.41,292.17,127.35,46.56,6.76,122.62,142.28,Hazy
2024-11-30,Kolkata,128.17,161.19,43.97,32.89,2.47,136.43,87.89,Rainy
2024-11-30,Chennai,205.9,193.3,83.11,17.23,7.86,151.05,121.53,Cloudy
2024-11-30,Hyderabad,90.29,178.26,76.18,16.65,6.1,43.88,77.71,Rainy
2024-11-30,Pune,208.9,257.07,82.71,77.57,1.71,130.28,128.94,Clear
2024-11-30,Ahmedabad,233.47,76.64,93.7,75.38,4.54,137.25,110.31,Hazy
2024-11-30,Jaipur,59.76,142.35,141.39,58.34,9.78,60.33,93.33,Hazy
2024-11-30,Lucknow,97.06,74.98,84.54,58.3,2.63,179.57,86.79,Foggy
2024-11-29,Delhi,40.76,102.37,46.58,22.16,7.55,92.81,63.36,Clear
2024-11-29,Mumbai,169.23,245.7,43.02,47.4,8.39,85.86,112.52,Foggy
2024-11-29,Bangalore,146.12,276.34,104.86,16.51,3.03,157.51,121.94,Rainy
2024-11-29,Kolkata,208.16,109.77,75.45,24.56,4.78,157.24,103.83,Cloudy
2024-11-29,Chennai,214.22,97.08,132.91,42.16,2.14,47.52,92.55,Hazy
2024-11-29,Hyderabad,45.09,61.56,88.16,51.84,4.63,150.8,73.96,Clear
2024-11-29,Pune,161.96,229.15,31.48,74.0,6.55,48.71,101.8,Clear
2024-11-29,Ahmedabad,132.92,70.12,136.07,72.6,6.16,126.78,100.02,Hazy
2024-11-29,Jaipur,187.67,149.23,91.64,15.23,7.82,95.49,102.91,Foggy
2024-11-29,Lucknow,165.09,224.07,67.18,32.9,4.92,111.83,108.38,Cloudy
2024-11-28,Delhi,105.86,190.85,66.08,86.13,7.01,43.22,93.71,Rainy
2024-11-28,Mumbai,209.57,144.66,84.34,64.78,2.05,20.3,90.69,Clear
2024-11-28,Bangalore,215.05,121.86,98.16,95.41,8.79,34.99,108.89,Foggy
2024-11-28,Kolkata,242.19,243.91,143.25,71.53,5.51,128.55,147.42,Rainy
2024-11-28,Chennai,209.85,256.9,48.96,62.52,3.93,114.49,122.0,Rainy
2024-11-28,Hyderabad,217.91,292.35,36.45,24.35,9.52,150.49,136.12,Rainy
2024-11-28,Pune,223.06,269.45,85.67,68.96,2.72,112.27,131.1,Clear
2024-11-28,Ahmedabad,56.27,290.0,135.95,78.46,9.83,74.64,122.27,Rainy
2024-11-28,Jaipur,72.61,108.77,121.45,46.37,2.4,37.78,68.5,Rainy
2024-11-28,Lucknow,167.48,128.07,82.16,68.18,7.37,86.3,100.98,Foggy
2024-11-27,Delhi,136.69,276.46,117.92,48.82,9.06,133.57,134.01,Rainy
2024-11-27,Mumbai,234.38,146.39,99.51,65.74,5.78,66.21,111.67,Rainy
2024-11-27,Bangalore,44.04,296.95,75.5,75.61,3.39,112.61,106.44,Hazy
2024-11-27,Kolkata,20.74,265.25,37.57,84.87,5.85,40.59,84.59,Rainy
2024-11-27,Chennai,172.31,186.11,147.11,59.36,0.95,81.77,109.36,Cloudy
2024-11-27,Hyderabad,40.88,269.07,110.05,36.17,3.23,70.32,93.13,Rainy
2024-11-27,Pune,227.73,35.27,103.15,69.09,3.3,81.45,91.62,Cloudy
2024-11-27,Ahmedabad,42.98,95.02,107.85,73.23,7.24,165.66,92.86,Hazy
2024-11-27,Jaipur,186.01,236.84,98.5,11.58,6.23,52.05,107.88,Cloudy
2024-11-27,Lucknow,132.44,82.55,34.63,12.59,3.26,163.71,76.42,Hazy
2024-11-26,Delhi,202.7,223.46,56.86,91.12,5.73,25.94,109.56,Foggy
2024-11-26,Mumbai,61.95,257.9,58.25,72.18,5.37,174.03,113.0,Rainy
2024-11-26,Bangalore,229.56,212.0,26.02,76.77,5.46,56.42,109.23,Rainy
2024-11-26,Kolkata,99.33,131.7,50.86,95.97,4.81,141.15,94.52,Foggy
2024-11-26,Chennai,235.8,30.74,147.49,59.07,8.99,120.27,113.88,Hazy
2024-11-26,Hyderabad,128.2,178.11,12.11,62.15,7.97,46.85,84.52,Rainy
2024-11-26,Pune,56.71,63.41,14.3,24.24,8.18,149.58,65.01,Rainy
2024-11-26,Ahmedabad,155.91,288.11,142.19,44.94,4.5,146.85,137.17,Foggy
2024-11-26,Jaipur,149.45,199.35,111.21,61.86,7.46,50.27,107.79,Rainy
2024-11-26,Lucknow,68.61,185.91,87.55,27.48,9.34,73.0,89.33,Cloudy
2024-11-25,Delhi,27.76,53.1,144.61,48.2,3.28,96.15,67.1,Foggy
2024-11-25,Mumbai,243.63,299.09,135.39,76.99,8.99,161.19,167.7,Cloudy
2024-11-25,Bangalore,162.71,132.36,63.11,28.66,4.64,148.98,97.04,Clear
2024-11-25,Kolkata,177.85,284.3,92.65,54.71,6.14,85.98,126.15,Foggy
2024-11-25,Chennai,249.55,287.33,139.88,40.37,2.62,119.54,143.81,Foggy
2024-11-25,Hyderabad,40.47,260.35,61.79,91.55,9.42,163.67,118.67,Rainy
2024-11-25,Pune,153.16,290.67,137.18,71.59,3.89,167.8,143.22,Rainy
2024-11-25,Ahmedabad,55.85,104.15,53.11,70.32,9.99,107.89,81.87,Clear
2024-11-25,Jaipur,95.93,121.77,119.95,47.58,8.94,108.3,97.15,Hazy
2024-11-25,Lucknow,123.59,136.05,25.31,55.6,7.46,67.75,80.48,Hazy
2024-11-24,Delhi,72.97,288.48,98.45,93.64,6.64,142.48,127.07,Cloudy
2024-11-24,Mumbai,65.06,221.1,44.99,9.47,1.45,83.32,73.07,Cloudy
2024-11-24,Bangalore,76.93,166.96,57.97,58.73,9.26,118.51,95.28,Foggy
2024-11-24,Kolkata,51.13,160.71,140.09,26.17,9.56,46.75,86.74,Foggy
2024-11-24,Chennai,92.25,176.38,128.27,56.5,9.62,112.23,110.3,Foggy
2024-11-24,Hyderabad,84.15,200.1,52.96,42.8,4.93,10.31,73.27,Clear
2024-11-24,Pune,114.6,136.65,124.78,18.4,8.85,159.55,107.08,Clear
2024-11-24,Ahmedabad,205.63,228.47,19.24,72.34,9.91,178.86,133.94,Cloudy
2024-11-24,Jaipur,240.78,241.23,126.42,86.25,6.13,66.74,137.12,Cloudy
2024-11-24,Lucknow,195.45,114.54,113.54,92.41,6.53,64.62,107.64,Cloudy
2024-11-23,Delhi,141.3,179.88,119.0,37.59,1.08,172.17,110.12,Foggy
2024-11-23,Mumbai,42.71,80.64,26.58,15.89,8.93,175.96,71.85,Hazy
2024-11-23,Bangalore,139.19,236.73,37.38,96.86,5.71,51.58,103.14,Clear
2024-11-23,Kolkata,186.87,242.91,119.98,79.28,3.01,91.01,125.02,Foggy
2024-11-23,Chennai,21.96,185.86,131.38,29.3,9.95,147.87,102.65,Clear
2024-11-23,Hyderabad,179.99,177.61,105.5,90.15,5.0,169.43,128.78,Cloudy
2024-11-23,Pune,68.28,256.57,113.15,13.29,6.51,125.54,106.99,Cloudy
2024-11-23,Ahmedabad,24.91,255.35,53.78,33.26,6.53,152.82,97.57,Hazy
2024-11-23,Jaipur,45.81,231.37,108.49,75.12,3.39,137.59,105.38,Clear
2024-11-23,Lucknow,126.03,238.94,48.1,66.0,7.89,147.73,117.62,Rainy
2024-11-22,Delhi,59.9,30.95,63.61,90.76,9.31,21.47,59.96,Rainy
2024-11-22,Mumbai,196.9,243.99,119.65,54.84,2.76,57.07,116.68,Rainy
2024-11-22,Bangalore,241.86,78.86,93.63,10.17,9.8,38.52,93.51,Cloudy
2024-11-22,Kolkata,242.45,288.2,45.46,26.6,4.5,109.48,126.2,Foggy
2024-11-22,Chennai,102.13,252.69,117.89,58.72,2.62,28.24,97.64,Rainy
2024-11-22,Hyderabad,69.5,262.0,109.9,75.66,3.88,19.83,95.95,Hazy
2024-11-22,Pune,186.89,177.5,112.92,90.19,6.74,123.49,126.4,Hazy
2024-11-22,Ahmedabad,127.18,53.05,23.93,63.7,4.94,59.16,62.74,Cloudy
2024-11-22,Jaipur,161.4,114.4,77.3,29.71,9.48,31.41,84.84,Hazy
2024-11-22,Lucknow,91.53,228.44,114.73,25.85,3.61,94.2,98.48,Rainy
2024-11-21,Delhi,32.32,216.59,62.69,86.43,8.27,34.12,85.81,Clear
2024-11-21,Mumbai,227.18,100.62,28.58,51.07,3.57,74.16,86.22,Rainy
2024-11-21,Bangalore,146.29,171.19,97.06,94.2,3.45,94.66,106.32,Hazy
2024-11-21,Kolkata,76.12,215.65,147.18,22.07,9.45,68.2,103.95,Rainy
2024-11-21,Chennai,58.01,57.09,124.05,35.94,1.24,129.02,69.42,Hazy
2024-11-21,Hyderabad,186.94,69.99,91.55,92.58,9.84,23.19,93.78,Rainy
2024-11-21,Pune,129.66,196.77,26.73,86.68,7.67,10.2,87.79,Cloudy
2024-11-21,Ahmedabad,58.78,297.51,116.28,71.31,5.19,141.52,122.88,Hazy
2024-11-21,Jaipur,22.88,69.21,47.2,12.5,0.53,112.91,45.0,Rainy
2024-11-21,Lucknow,100.46,86.61,111.8,80.78,4.08,36.08,76.09,Rainy
2024-11-20,Delhi,200.57,264.64,126.27,39.91,3.99,77.28,124.76,Hazy
2024-11-20,Mumbai,126.32,181.85,63.45,54.46,5.94,154.2,106.61,Rainy
2024-11-20,Bangalore,221.32,138.08,81.59,56.59,8.88,58.05,107.41,Rainy
2024-11-20,Kolkata,84.51,129.43,123.59,15.49,4.06,123.78,86.23,Cloudy
2024-11-20,Chennai,99.73,198.37,56.23,91.01,1.1,82.6,89.82,Rainy
2024-11-20,Hyderabad,177.44,164.28,142.83,22.06,3.36,115.73,109.32,Cloudy
2024-11-20,Pune,122.54,273.22,108.49,54.97,8.14,157.32,132.99,Clear
2024-11-20,Ahmedabad,96.35,40.79,131.18,31.06,7.15,127.03,82.98,Foggy
2024-11-20,Jaipur,245.33,239.19,54.1,69.08,5.44,61.13,120.54,Rainy
2024-11-20,Lucknow,214.47,181.84,20.08,12.84,2.89,45.93,84.01,Foggy
2024-11-19,Delhi,142.93,32.99,57.6,53.83,4.41,104.23,72.61,Hazy
2024-11-19,Mumbai,139.32,170.1,56.68,53.65,1.76,144.5,96.97,Rainy
2024-11-19,Bangalore,68.87,53.02,111.22,87.66,3.33,44.65,66.45,Hazy
2024-11-19,Kolkata,160.24,240.68,90.92,30.44,3.34,105.9,110.26,Hazy
2024-11-19,Chennai,56.32,139.01,74.68,89.29,7.32,76.64,84.86,Clear
2024-11-19,Hyderabad,86.09,134.34,27.87,93.31,1.4,48.17,67.3,Hazy
2024-11-19,Pune,193.42,219.52,125.53,44.63,9.99,154.74,139.62,Cloudy
2024-11-19,Ahmedabad,64.45,59.85,70.26,54.08,4.54,146.81,73.47,Foggy
2024-11-19,Jaipur,138.0,180.69,128.23,59.95,8.57,121.26,118.97,Cloudy
2024-11-19,Lucknow,198.75,257.41,90.01,9.39,7.55,172.3,133.89,Cloudy
2024-11-18,Delhi,193.67,182.92,51.49,18.71,5.0,121.59,103.06,Foggy
2024-11-18,Mumbai,220.13,48.24,63.24,28.07,8.23,135.37,96.23,Clear
2024-11-18,Bangalore,164.69,61.5,127.92,88.01,2.76,159.48,104.87,Foggy
2024-11-18,Kolkata,149.19,108.24,70.96,36.91,9.94,171.86,106.09,Hazy
2024-11-18,Chennai,95.35,42.66,75.91,17.35,8.69,165.91,80.68,Clear
2024-11-18,Hyderabad,202.56,103.53,18.37,51.57,8.26,119.23,96.31,Hazy
2024-11-18,Pune,81.97,46.23,131.38,44.32,4.43,173.91,87.02,Clear
2024-11-18,Ahmedabad,244.63,134.64,32.41,27.41,7.45,168.06,113.61,Clear
2024-11-18,Jaipur,240.57,253.33,56.6,27.06,8.77,20.01,114.21,Clear
2024-11-18,Lucknow,116.59,198.92,39.57,61.61,5.19,100.52,94.85,Rainy
2024-11-17,Delhi,223.35,187.1,86.78,16.45,7.14,35.41,103.42,Hazy
2024-11-17,Mumbai,52.71,151.75,72.39,47.93,5.61,105.66,81.09,Clear
2024-11-17,Bangalore,100.46,223.3,17.03,93.56,6.44,166.46,110.87,Rainy
2024-11-17,Kolkata,53.27,76.34,38.53,82.3,3.39,158.18,73.75,Clear
2024-11-17,Chennai,35.04,202.88,60.07,30.41,9.27,75.68,82.8,Rainy
2024-11-17,Hyderabad,34.23,96.53,130.87,48.46,4.22,140.69,82.16,Clear
2024-11-17,Pune,88.13,185.49,104.21,31.16,4.49,80.98,89.14,Hazy
2024-11-17,Ahmedabad,174.44,168.77,36.19,70.35,8.98,129.97,111.59,Cloudy
2024-11-17,Jaipur,131.36,240.54,26.24,88.41,8.63,137.3,118.36,Foggy
2024-11-17,Lucknow,182.87,281.48,59.72,33.45,6.59,19.08,107.08,Hazy
2024-11-16,Delhi,129.69,170.88,84.65,51.46,5.78,106.54,100.17,Rainy
2024-11-16,Mumbai,170.3,153.08,12.83,56.49,8.46,46.46,87.29,Cloudy
2024-11-16,Bangalore,154.87,275.07,10.04,80.23,5.61,67.83,107.36,Cloudy
2024-11-16,Kolkata,199.61,205.98,22.98,50.22,7.5,149.87,117.28,Cloudy
2024-11-16,Chennai,60.07,78.87,114.66,30.87,9.72,64.35,74.34,Hazy
2024-11-16,Hyderabad,176.27,188.11,104.97,62.64,5.67,88.42,112.85,Cloudy
2024-11-16,Pune,52.02,230.63,138.84,15.89,4.17,74.28,92.23,Rainy
2024-11-16,Ahmedabad,130.45,282.88,90.09,43.12,2.94,136.1,118.67,Rainy
2024-11-16,Jaipur,56.99,292.55,60.75,51.22,7.58,67.13,100.74,Foggy
2024-11-16,Lucknow,178.68,31.36,49.58,11.39,8.78,48.64,67.91,Cloudy
2024-11-15,Delhi,180.39,33.96,114.1,43.99,1.3,164.8,91.71,Rainy
2024-11-15,Mumbai,61.52,226.86,79.73,56.67,2.89,159.14,102.14,Foggy
2024-11-15,Bangalore,116.3,184.14,121.89,45.23,8.03,114.54,110.4,Cloudy
2024-11-15,Kolkata,217.96,177.92,130.75,84.77,8.17,67.85,126.83,Cloudy
2024-11-15,Chennai,237.61,167.1,70.26,76.94,0.55,106.27,110.61,Hazy
2024-11-15,Hyderabad,208.44,229.84,146.36,51.55,4.81,17.44,116.95,Cloudy
2024-11-15,Pune,46.87,221.55,121.32,46.27,9.08,72.7,99.92,Rainy
2024-11-15,Ahmedabad,201.79,41.79,137.82,46.79,3.84,80.26,91.14,Hazy
2024-11-15,Jaipur,55.65,237.9,56.79,35.36,3.07,141.59,93.0,Rainy
2024-11-15,Lucknow,220.82,298.61,94.12,47.27,1.94,16.62,116.14,Rainy
2024-11-14,Delhi,220.91,101.64,111.25,17.27,5.18,50.02,92.15,Clear
2024-11-14,Mumbai,222.94,206.09,25.8,18.96,2.89,90.08,98.8,Rainy
2024-11-14,Bangalore,53.63,43.07,73.98,85.72,6.17,170.45,81.42,Rainy
2024-11-14,Kolkata,145.92,296.55,119.44,61.23,3.63,135.3,132.46,Rainy
2024-11-14,Chennai,25.37,35.06,81.37,67.16,6.26,161.3,72.14,Hazy
2024-11-14,Hyderabad,202.99,86.59,74.0,29.42,9.4,18.74,84.29,Rainy
2024-11-14,Pune,233.24,263.45,11.14,37.31,0.93,105.61,110.01,Hazy
2024-11-14,Ahmedabad,220.43,233.63,90.11,39.65,2.16,147.08,125.42,Rainy
2024-11-14,Jaipur,97.56,106.7,27.15,52.67,6.22,152.94,83.2,Foggy
2024-11-14,Lucknow,133.31,222.4,115.19,79.68,1.64,24.83,98.64,Rainy
2024-11-13,Delhi,225.85,206.65,97.73,65.97,2.27,83.95,117.14,Foggy
2024-11-13,Mumbai,79.4,237.03,22.85,41.46,4.99,164.79,99.24,Foggy
2024-11-13,Bangalore,48.11,155.69,129.05,38.31,8.31,83.46,89.62,Cloudy
2024-11-13,Kolkata,128.86,173.79,122.73,61.12,4.66,100.38,105.58,Foggy
2024-11-13,Chennai,163.22,299.07,116.38,21.89,6.5,155.19,136.79,Hazy
2024-11-13,Hyderabad,108.42,161.55,109.28,35.08,1.18,60.09,81.04,Clear
2024-11-13,Pune,119.33,70.48,116.6,54.67,6.73,48.5,79.48,Foggy
2024-11-13,Ahmedabad,167.57,161.93,23.75,71.7,5.35,48.85,87.88,Hazy
2024-11-13,Jaipur,180.24,137.97,101.78,73.7,5.54,117.91,111.17,Rainy
2024-11-13,Lucknow,71.92,229.59,39.73,61.17,6.75,86.24,92.69,Foggy
2024-11-12,Delhi,113.55,59.15,77.41,43.71,9.59,127.29,86.17,Clear
2024-11-12,Mumbai,91.13,63.14,62.51,84.01,3.46,118.05,75.57,Rainy
2024-11-12,Bangalore,43.48,242.91,146.51,32.53,6.24,61.49,98.22,Cloudy
2024-11-12,Kolkata,212.04,189.41,112.62,28.2,3.56,101.78,113.27,Foggy
2024-11-12,Chennai,158.99,33.47,31.16,75.78,4.87,53.33,66.9,Cloudy
2024-11-12,Hyderabad,68.48,255.81,80.89,45.62,2.13,106.39,96.42,Clear
2024-11-12,Pune,51.3,100.68,66.05,41.64,5.67,168.78,80.86,Foggy
2024-11-12,Ahmedabad,155.18,182.19,79.89,64.75,6.44,141.18,114.6,Clear
2024-11-12,Jaipur,178.9,60.69,100.52,32.73,2.78,116.4,86.17,Foggy
2024-11-12,Lucknow,214.06,141.74,96.13,18.86,4.19,92.14,100.81,Hazy
2024-11-11,Delhi,21.94,136.35,47.54,23.03,3.83,35.86,50.5,Clear
2024-11-11,Mumbai,124.29,209.34,89.74,26.89,6.25,161.17,112.32,Clear
2024-11-11,Bangalore,119.28,139.59,78.29,80.95,3.8,90.05,91.03,Clear
2024-11-11,Kolkata,232.28,165.49,82.04,17.15,3.21,148.49,112.92,Rainy
2024-11-11,Chennai,215.42,96.82,65.54,57.64,8.07,80.13,99.38,Hazy
2024-11-11,Hyderabad,80.02,262.06,78.99,49.32,0.94,113.57,98.89,Foggy
2024-11-11,Pune,43.16,236.67,83.96,49.01,2.17,40.2,79.12,Clear
2024-11-11,Ahmedabad,173.94,134.77,124.05,80.24,1.87,147.47,113.2,Rainy
2024-11-11,Jaipur,186.97,178.01,67.03,90.7,8.22,158.65,127.26,Clear
2024-11-11,Lucknow,181.0,33.49,22.91,7.52,5.03,105.83,66.84,Clear
2024-11-10,Delhi,65.07,154.43,25.86,73.18,5.35,54.22,71.04,Cloudy
2024-11-10,Mumbai,103.16,44.66,27.68,72.61,7.26,142.85,77.26,Hazy
2024-11-10,Bangalore,38.63,212.4,120.02,24.63,4.42,105.52,90.9,Rainy
2024-11-10,Kolkata,168.27,137.23,81.76,74.74,7.99,73.13,102.5,Foggy
2024-11-10,Chennai,183.63,299.49,139.41,70.52,3.68,137.01,144.48,Hazy
2024-11-10,Hyderabad,24.37,181.05,123.91,21.25,2.84,174.59,92.26,Cloudy
2024-11-10,Pune,80.49,234.48,25.98,24.14,8.06,75.46,86.86,Clear
2024-11-10,Ahmedabad,97.7,168.23,60.41,97.88,3.01,129.99,97.39,Cloudy
2024-11-10,Jaipur,141.59,271.5,46.56,82.52,6.0,115.2,119.56,Rainy
2024-11-10,Lucknow,115.48,194.98,108.57,85.52,3.7,45.54,97.85,Cloudy
2024-11-09,Delhi,171.28,57.65,145.25,45.14,2.86,145.37,98.88,Hazy
2024-11-09,Mumbai,125.83,37.78,56.58,92.69,0.78,161.1,80.3,Cloudy
2024-11-09,Bangalore,43.74,283.72,147.94,22.31,1.98,106.31,103.97,Cloudy
2024-11-09,Kolkata,183.35,228.1,34.94,20.12,3.0,10.95,84.58,Foggy
2024-11-09,Chennai,36.28,231.12,107.28,12.9,9.53,110.61,98.91,Hazy
2024-11-09,Hyderabad,25.69,260.21,108.63,15.28,3.31,156.6,99.92,Cloudy
2024-11-09,Pune,61.4,159.89,148.58,12.45,5.87,178.64,103.28,Foggy
2024-11-09,Ahmedabad,28.77,94.93,39.9,33.83,6.04,54.02,51.97,Rainy
2024-11-09,Jaipur,154.69,37.96,36.74,84.35,5.25,129.86,82.68,Rainy
